"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"FDS34","OUT018",1605.46248409613
"FDA11","OUT049",1459.03268722803
"FDP09","OUT017",3673.88628186986
"FDB29","OUT027",2926.85657343408
"FDT19","OUT017",2877.8563436925
"DRH15","OUT017",719.290128060757
"FDY38","OUT046",3320.2329938315
"FDF14","OUT027",3766.2733338174
"FDN48","OUT010",182.344137501461
"FDQ12","OUT013",3998.67043533602
"NCJ43","OUT045",2653.37091192314
"FDE17","OUT019",500.483688055476
"FDB05","OUT035",4416.29572785776
"FDH10","OUT045",2928.63636526965
"NCR06","OUT017",719.290128060757
"FDU32","OUT018",1805.61435133554
"FDD56","OUT049",3288.75279036857
"FDO36","OUT018",2655.3991795389
"FDH16","OUT010",229.54974357536
"FDX10","OUT018",503.441196230694
"FDZ37","OUT017",1442.66999340901
"FDU31","OUT010",849.190724939219
"DRC49","OUT049",2354.04949328806
"FDL15","OUT045",2330.94248601442
"FDN32","OUT019",950.479193607255
"DRH59","OUT027",2015.21331304629
"NCU29","OUT049",2535.87224892793
"FDR37","OUT019",950.479193607255
"FDS14","OUT018",2328.52357662283
"FDU02","OUT027",5554.80192700356
"FDJ08","OUT035",3168.76645992281
"NCZ06","OUT045",3907.82991695899
"FDO31","OUT049",1201.77062970894
"FDH31","OUT018",1315.42322774903
"FDS58","OUT017",2667.58325960724
"NCA53","OUT027",1728.37858392603
"FDF50","OUT046",2673.18042560722
"NCW42","OUT049",3815.67325949415
"NCQ17","OUT045",2330.94248601442
"FDK51","OUT018",4155.93442259945
"NCW41","OUT010",750.921980371224
"NCR29","OUT017",983.303082331247
"FDB08","OUT019",657.133491338495
"FDA40","OUT027",2292.90982183195
"FDL14","OUT018",2467.0131819834
"FDB47","OUT046",3305.75978608396
"FDO03","OUT035",3833.408410332
"DRK13","OUT019",742.037623281335
"FDX13","OUT010",1136.48236007229
"FDF52","OUT046",2770.63826823252
"FDT11","OUT013",3176.0164644183
"FDB08","OUT013",2660.18711239937
"FDQ28","OUT018",2125.8007532667
"FDD29","OUT045",3738.32551944817
"NCQ29","OUT027",5848.82901465318
"NCO02","OUT013",1042.56161019884
"FDR56","OUT010",800.636052396893
"NCM54","OUT049",2152.1329628327
"FDP51","OUT035",1962.1100430452
"FDT38","OUT013",1370.39456833634
"FDZ20","OUT018",3506.1099761781
"FDJ53","OUT013",2010.98196170243
"FDX13","OUT049",4565.19729790977
"FDP58","OUT035",3703.62977860376
"NCK31","OUT019",-235.277697923748
"FDA35","OUT018",1805.61435133554
"FDV37","OUT018",2803.25565665254
"NCO07","OUT027",5090.84020657509
"FDA20","OUT045",2928.63636526965
"FDZ59","OUT035",2751.09976088117
"NCY17","OUT017",775.345067273267
"FDQ28","OUT035",2526.57811920802
"FDV35","OUT017",2510.93345632422
"FDQ36","OUT013",664.679640546711
"FDD34","OUT018",2400.76217398234
"FDK51","OUT045",4413.16837230865
"FDV31","OUT035",2875.16263831336
"FDR04","OUT035",1645.54663427214
"FDR14","OUT049",846.75481894793
"DRC36","OUT010",826.617838340592
"FDE39","OUT019",398.894277166581
"FDP57","OUT049",1626.7773577627
"FDE57","OUT046",1924.46609982488
"NCN18","OUT046",1754.33351535455
"NCQ05","OUT018",2125.8007532667
"FDW47","OUT035",2044.56360321239
"FDV46","OUT035",2210.28817504634
"NCP29","OUT045",1024.93217159289
"FDE09","OUT018",1481.9734737916
"NCU06","OUT027",5732.14561391861
"FDT19","OUT010",872.29819005697
"DRF15","OUT017",2510.93345632422
"DRI51","OUT013",2683.56448932994
"NCX54","OUT013",1662.21490923731
"DRE01","OUT013",3989.16715316082
"NCB07","OUT045",2915.98134654438
"FDU50","OUT035",1917.575738127
"FDG40","OUT035",710.836867366873
"FDW10","OUT018",2931.14314019166
"FDX51","OUT013",3145.93046268568
"NCP17","OUT045",1073.56412559115
"FDP21","OUT035",3168.76645992281
"FDL04","OUT045",1630.10991825641
"FDV23","OUT013",2010.98196170243
"FDF24","OUT046",1396.47544733078
"FDH56","OUT027",2926.85657343408
"FDB51","OUT049",862.979875459043
"FDI58","OUT027",2487.89582287232
"FDR20","OUT013",805.863330430421
"FDC51","OUT018",1805.61435133554
"FDB16","OUT027",2292.90982183195
"FDE40","OUT049",862.979875459043
"NCM17","OUT035",734.93479094456
"FDU56","OUT035",3168.76645992281
"FDS32","OUT019",414.665798770529
"FDX02","OUT049",4018.50734647854
"FDT39","OUT027",3766.2733338174
"FDE35","OUT017",983.303082331247
"NCI42","OUT019",1309.90165698362
"DRL23","OUT046",1646.17829468177
"FDA10","OUT046",1908.69457822093
"FDA11","OUT013",1565.38056937671
"NCM06","OUT046",2138.97006883449
"NCT05","OUT035",4181.67340166049
"NCQ02","OUT010",830.722054129509
"NCY06","OUT049",2152.1329628327
"FDY56","OUT035",3881.02923664786
"FDL02","OUT035",1749.32781714912
"NCI06","OUT035",2875.16263831336
"FDQ14","OUT045",2330.94248601442
"FDQ12","OUT017",3817.7637474482
"FDP36","OUT046",915.01961874162
"FDK21","OUT027",5809.10350191085
"FDO40","OUT045",2305.67264383451
"NCK54","OUT019",550.478206300344
"FDY09","OUT018",2794.42534496459
"NCW30","OUT049",5133.1344831411
"NCC55","OUT027",1529.91769373005
"FDE58","OUT018",1711.36267206533
"FDR39","OUT013",3176.0164644183
"FDU28","OUT049",3469.4173534976
"FDH08","OUT017",3817.7637474482
"FDG35","OUT045",2645.25141623052
"FDG22","OUT049",627.981466176271
"FDC34","OUT035",2622.7676875365
"FDP15","OUT018",3929.05021433342
"FDK34","OUT010",1149.99809160314
"FDU45","OUT035",1917.575738127
"FDQ04","OUT027",1555.55118775961
"FDX22","OUT018",3400.3927769045
"FDB45","OUT017",1733.68315426532
"NCH43","OUT027",5090.84020657509
"DRE60","OUT046",3443.27438255329
"FDD17","OUT027",5713.5100650893
"NCM54","OUT017",2041.52156745331
"NCH55","OUT013",2027.49636879331
"NCT06","OUT017",2667.58325960724
"FDA48","OUT027",5323.0654536487
"FDY58","OUT027",5554.80192700356
"FDO25","OUT045",3524.77909730412
"FDN50","OUT045",1526.32873537943
"FDH35","OUT035",2683.22792249104
"FDK09","OUT045",3612.10149199884
"FDO16","OUT013",1370.39456833634
"FDW11","OUT045",1073.56412559115
"FDU47","OUT027",3364.50369938439
"NCQ42","OUT010",444.459933200063
"FDK55","OUT027",2393.99456212942
"FDN08","OUT049",1897.99343778979
"FDT57","OUT045",3692.77851526608
"FDJ12","OUT018",3224.24393382966
"DRL59","OUT017",861.904412397264
"NCN53","OUT046",786.972950221462
"FDO51","OUT010",-357.688847853897
"FDK56","OUT017",3153.12179703901
"FDY12","OUT035",909.467899916729
"FDU15","OUT035",710.836867366873
"FDQ19","OUT046",3479.90434559476
"DRF15","OUT045",2330.94248601442
"DRE25","OUT019",298.638007402714
"FDK57","OUT018",1711.36267206533
"FDD33","OUT010",1180.08524515459
"FDR34","OUT027",5603.68327638546
"FDU04","OUT045",1902.61074803351
"FDE35","OUT019",-109.739540079316
"NCD31","OUT035",2683.22792249104
"FDJ56","OUT035",1707.61322421351
"NCU53","OUT046",2295.6198721175
"FDD39","OUT035",3533.83682071838
"NCU17","OUT019",356.519156724265
"FDJ20","OUT046",1908.69457822093
"NCW41","OUT018",2328.52357662283
"FDL52","OUT035",734.93479094456
"FDS39","OUT035",2210.28817504634
"DRJ47","OUT045",2645.25141623052
"FDP13","OUT010",-357.688847853897
"DRK39","OUT010",129.931241840534
"FDF28","OUT010",444.459933200063
"FDB09","OUT045",1919.1251551244
"FDM51","OUT046",1604.46370174616
"DRM49","OUT018",558.821550600439
"DRF23","OUT013",2925.17171629877
"DRH01","OUT035",2893.5010065763
"FDH12","OUT027",2655.64049340699
"FDA28","OUT019",415.408684257465
"FDW37","OUT018",1185.60072507883
"FDF02","OUT046",1646.17829468177
"DRL37","OUT046",812.606444251025
"NCF43","OUT046",1924.46609982488
"FDH08","OUT010",1167.58549087284
"FDR34","OUT019",1524.07609616049
"NCK19","OUT049",3439.33135176499
"NCD55","OUT018",527.539119808381
"FDT27","OUT049",3850.1606244907
"FDQ57","OUT045",2305.67264383451
"FDA47","OUT035",2683.22792249104
"DRG15","OUT027",1965.07686369445
"FDE05","OUT018",2125.8007532667
"FDN46","OUT046",1636.55125971675
"FDX27","OUT027",2433.78419060134
"FDT51","OUT045",1738.26513892919
"FDU33","OUT013",690.313134576275
"FDJ16","OUT027",1853.91674177046
"FDD20","OUT019",398.894277166581
"FDT36","OUT049",627.981466176271
"DRF15","OUT027",3766.2733338174
"FDN52","OUT010",129.931241840534
"FDC22","OUT027",4860.93044159366
"FDX15","OUT045",2487.59228929744
"FDT13","OUT013",3176.0164644183
"FDU04","OUT017",2025.00716036242
"FDU31","OUT019",931.339088024205
"FDW59","OUT027",2292.90982183195
"NCO29","OUT046",2295.6198721175
"FDL15","OUT035",2526.57811920802
"FDI41","OUT049",2535.87224892793
"FDQ48","OUT049",1514.15243415303
"DRI39","OUT013",915.17643176374
"FDI08","OUT013",4278.27347418986
"FDC21","OUT049",1793.32760380527
"FDF58","OUT035",1075.18706378646
"FDS08","OUT010",774.476878970382
"FDE47","OUT045",1902.61074803351
"NCP18","OUT019",500.483688055476
"NCR41","OUT013",1565.38056937671
"FDA27","OUT013",4288.06775767089
"FDA43","OUT035",3156.11144119755
"FDA49","OUT045",1359.846949636
"NCE55","OUT018",2713.4882420766
"DRM49","OUT027",1675.43456712289
"FDF22","OUT027",5090.84020657509
"FDQ15","OUT018",1013.6521842635
"NCS54","OUT017",2869.73684799988
"NCY05","OUT013",664.679640546711
"FDR45","OUT046",3532.58463264558
"FDK57","OUT049",2100.30660327824
"FDF41","OUT010",1318.78648084174
"FDV21","OUT046",1925.20898531182
"FDD51","OUT046",858.491893581416
"FDF33","OUT046",1674.22895810247
"FDA38","OUT046",3532.58463264558
"FDR56","OUT045",2915.98134654438
"NCN41","OUT017",2025.00716036242
"FDC60","OUT027",2292.90982183195
"FDB47","OUT045",3461.17144643324
"DRH01","OUT013",2925.17171629877
"FDW08","OUT046",1646.17829468177
"FDF38","OUT027",1555.55118775961
"FDY32","OUT017",2667.58325960724
"FDG34","OUT049",1713.22304655319
"FDG47","OUT019",1490.86534747685
"NCF18","OUT035",3168.76645992281
"FDL39","OUT019",709.052987531122
"NCH55","OUT035",2057.16623033711
"DRJ35","OUT049",862.979875459043
"FDS44","OUT035",3973.60544566484
"DRE01","OUT018",3438.86422534318
"FDY39","OUT013",3176.0164644183
"FDY32","OUT018",2400.76217398234
"FDR33","OUT027",2822.19073944956
"NCP50","OUT049",1201.77062970894
"FDZ47","OUT018",1271.74796276068
"FDU57","OUT049",2535.87224892793
"FDY44","OUT013",3145.93046268568
"DRH59","OUT018",806.819475995696
"FDB03","OUT027",5702.52662991167
"FDY46","OUT045",2928.63636526965
"FDM39","OUT045",2635.0325436602
"FDY36","OUT035",1192.82975630606
"NCM55","OUT035",3168.76645992281
"FDJ50","OUT010",-300.290576175016
"DRL60","OUT013",2425.50793871032
"NCJ54","OUT049",3965.63951209982
"FDX59","OUT017",695.19220448307
"FDI07","OUT013",3471.80904671464
"DRF51","OUT010",-357.688847853897
"FDM14","OUT017",1761.73381768601
"FDP21","OUT045",2928.63636526965
"FDE40","OUT035",1172.03183224796
"FDE05","OUT035",2501.30827702811
"FDM13","OUT027",3364.50369938439
"FDC34","OUT027",3968.99615717353
"NCI55","OUT018",1805.61435133554
"NCE43","OUT018",2387.6601011212
"FDW58","OUT018",1315.42322774903
"FDG60","OUT045",3668.6098004458
"FDV31","OUT017",2859.51797542956
"FDR47","OUT013",3145.93046268568
"FDM60","OUT019",-274.668969106667
"NCF06","OUT018",3797.22393121153
"NCN26","OUT027",3032.75676140328
"FDQ59","OUT049",1272.63443022679
"FDF09","OUT046",786.972950221462
"NCS06","OUT017",4384.78967212411
"FDT44","OUT046",1840.13734425785
"FDI19","OUT017",3988.08665649679
"FDT22","OUT017",1018.21078817871
"NCF54","OUT027",4578.60945435463
"DRG25","OUT045",2928.63636526965
"FDB59","OUT017",3201.19382981633
"FDQ37","OUT017",3140.46677831374
"FDP56","OUT035",877.549075281067
"FDW44","OUT035",2983.24886178435
"FDJ26","OUT010",849.190724939219
"FDU43","OUT018",3358.76034190134
"FDW33","OUT045",1630.10991825641
"NCX53","OUT027",3414.9482567945
"FDN56","OUT010",658.221016722731
"DRF15","OUT049",2535.87224892793
"FDO33","OUT017",1901.9310752432
"FDZ39","OUT010",240.225286823012
"NCJ19","OUT017",983.303082331247
"FDU01","OUT035",3168.76645992281
"FDT12","OUT035",3881.02923664786
"NCM18","OUT018",696.477124750408
"FDP19","OUT017",2041.52156745331
"NCR42","OUT049",627.981466176271
"FDN10","OUT046",1840.13734425785
"FDG44","OUT017",983.303082331247
"FDQ10","OUT046",2489.8093443185
"DRH13","OUT049",1626.7773577627
"FDT52","OUT013",4119.7845476456
"FDM56","OUT045",1738.26513892919
"NCO43","OUT010",230.59825185799
"NCV29","OUT035",2875.16263831336
"NCF06","OUT013",4452.15700776904
"FDO50","OUT035",1578.68335026353
"FDT59","OUT013",3998.67043533602
"FDX40","OUT027",1529.91769373005
"FDE50","OUT017",3153.12179703901
"FDX51","OUT017",3201.19382981633
"NCD30","OUT018",1271.74796276068
"FDK15","OUT013",1652.58787427229
"FDL12","OUT045",935.387744405703
"FDK46","OUT017",4065.40081449314
"DRH49","OUT010",59.0674413226781
"FDQ57","OUT046",2138.97006883449
"FDY59","OUT017",1575.79033911736
"FDO09","OUT018",3598.75279513655
"NCG30","OUT035",2057.16623033711
"FDM09","OUT017",2735.45509799737
"NCN17","OUT027",2646.01345844196
"NCS42","OUT013",1471.47930863381
"FDD02","OUT019",550.478206300344
"FDE34","OUT013",3226.52520350599
"FDU38","OUT045",2928.63636526965
"FDB33","OUT046",2295.6198721175
"NCJ29","OUT017",1442.66999340901
"FDZ27","OUT035",877.549075281067
"FDI40","OUT013",1620.5003163017
"FDG22","OUT013",664.679640546711
"FDT51","OUT017",1841.8383749381
"FDF20","OUT018",2803.25565665254
"FDV50","OUT035",2040.65182324623
"FDT02","OUT049",627.981466176271
"DRC49","OUT017",2485.66361414431
"FDF26","OUT049",2535.87224892793
"FDV52","OUT035",1962.1100430452
"FDX59","OUT049",627.981466176271
"FDV25","OUT035",3769.93217584375
"FDW23","OUT027",1555.55118775961
"FDE53","OUT018",1315.42322774903
"FDA19","OUT017",2041.52156745331
"FDH22","OUT046",1925.20898531182
"NCO41","OUT013",1565.38056937671
"FDX12","OUT017",3978.54465415728
"FDF17","OUT013",3206.65751418827
"FDS11","OUT045",3456.88823133031
"FDR51","OUT035",2526.57811920802
"FDT49","OUT010",240.225286823012
"FDC56","OUT013",1997.02254435037
"FDR13","OUT027",2926.85657343408
"FDQ60","OUT035",1987.05344988536
"FDN38","OUT049",4722.10682227899
"NCL29","OUT013",2660.18711239937
"FDO13","OUT027",4107.4857625341
"FDE26","OUT018",2125.8007532667
"FDA31","OUT010",872.29819005697
"FDX14","OUT035",1192.82975630606
"FDA34","OUT045",2645.25141623052
"FDF26","OUT013",2425.50793871032
"FDE38","OUT045",2510.969666228
"DRI11","OUT046",1795.60303933965
"FDQ60","OUT027",3032.75676140328
"FDL21","OUT027",1555.55118775961
"DRC12","OUT027",4860.93044159366
"FDC47","OUT046",3407.20738039534
"FDE57","OUT045",2072.24709983362
"FDT14","OUT045",1906.52252799968
"NCZ53","OUT046",2753.20728522517
"FDE28","OUT018",3419.91191715938
"FDR19","OUT035",2501.30827702811
"NCF54","OUT019",822.912113964194
"FDZ08","OUT046",1396.47544733078
"NCJ05","OUT018",2125.8007532667
"FDF59","OUT046",1925.20898531182
"NCO05","OUT035",1739.7007821841
"FDW24","OUT018",613.101162546407
"NCX42","OUT018",2400.76217398234
"NCA53","OUT035",877.549075281067
"FDI45","OUT019",822.912113964194
"FDG46","OUT046",1795.60303933965
"FDM20","OUT010",1097.31780455232
"FDW11","OUT010",-267.511704128311
"FDX08","OUT035",2875.16263831336
"NCK17","OUT035",734.93479094456
"FDK32","OUT018",2125.8007532667
"NCA42","OUT035",2683.22792249104
"DRI01","OUT035",2908.55417273294
"NCL55","OUT049",4329.5899751645
"DRE25","OUT018",1271.74796276068
"FDD14","OUT017",3153.12179703901
"FDB10","OUT046",3564.15193919945
"DRN11","OUT035",2501.30827702811
"FDP38","OUT018",613.101162546407
"NCA30","OUT017",3153.12179703901
"FDT15","OUT017",3153.12179703901
"NCP55","OUT018",697.444501731412
"FDF12","OUT035",2501.30827702811
"FDM21","OUT018",3606.45810559007
"FDX56","OUT035",3652.38594597832
"FDF10","OUT017",2485.66361414431
"FDT32","OUT045",2928.63636526965
"FDM51","OUT018",1315.42322774903
"NCR50","OUT018",2125.8007532667
"FDI19","OUT049",4043.92591189895
"FDX21","OUT017",1733.68315426532
"FDR31","OUT035",2501.30827702811
"FDY02","OUT013",4201.31537734617
"NCA29","OUT045",2668.42407807977
"NCX17","OUT046",3545.50900660595
"FDM12","OUT045",2928.63636526965
"FDI53","OUT027",4107.4857625341
"NCU30","OUT049",2832.68226470469
"FDC56","OUT027",3129.16973892253
"FDK27","OUT018",1805.61435133554
"NCK18","OUT017",2735.45509799737
"FDB52","OUT019",1419.05106314546
"DRG25","OUT027",4878.36142460101
"FDZ13","OUT049",747.996271737369
"FDB57","OUT019",1224.97214180186
"FDR40","OUT046",1467.33924784864
"NCO14","OUT019",-274.668969106667
"NCN19","OUT045",2928.63636526965
"FDQ28","OUT019",500.483688055476
"FDO13","OUT018",2400.76217398234
"FDK48","OUT013",1299.53076781849
"FDU07","OUT018",2125.8007532667
"FDW20","OUT046",1925.20898531182
"FDV12","OUT010",236.455769772436
"FDH24","OUT013",2660.18711239937
"FDV59","OUT049",3675.18503860082
"FDK57","OUT045",1906.52252799968
"FDL16","OUT027",1658.71383740227
"NCQ17","OUT046",2138.97006883449
"FDJ15","OUT018",2816.47104571649
"FDX24","OUT049",1404.92105495706
"FDT47","OUT046",1642.40877763119
"FDT10","OUT049",862.979875459043
"FDZ37","OUT018",1084.51598478136
"FDW43","OUT027",5687.13879653575
"DRN36","OUT017",1629.90197138833
"FDJ14","OUT045",1288.98314911815
"FDA32","OUT013",3513.2574394428
"FDJ38","OUT019",822.064482899287
"FDQ57","OUT017",2485.66361414431
"NCQ41","OUT019",809.409464174019
"FDG56","OUT049",862.979875459043
"DRC13","OUT027",3180.99609847699
"FDV55","OUT035",2501.30827702811
"FDQ49","OUT045",2487.59228929744
"FDE29","OUT010",-267.511704128311
"FDR03","OUT013",3662.22238716165
"FDD45","OUT049",1404.92105495706
"FDN38","OUT010",1443.30566064604
"FDT56","OUT046",1024.33272007494
"FDT48","OUT045",3350.18263242418
"FDU03","OUT049",3367.14872952048
"FDC56","OUT010",434.184336399091
"NCO43","OUT027",2543.01556979731
"FDQ27","OUT017",1733.68315426532
"FDR03","OUT046",3256.84419097588
"DRH23","OUT010",-283.736760639424
"FDG22","OUT045",669.437472877652
"NCJ42","OUT013",1662.21490923731
"FDR24","OUT046",1568.42398814611
"FDW60","OUT035",2875.16263831336
"FDJ08","OUT013",3158.58548141095
"DRL59","OUT018",613.101162546407
"FDG60","OUT010",1053.12534039818
"FDW27","OUT017",2510.93345632422
"FDX14","OUT018",1013.6521842635
"FDC20","OUT013",915.17643176374
"NCS29","OUT018",3215.26097779401
"FDJ56","OUT046",1636.55125971675
"FDB20","OUT019",106.816309373278
"FDL28","OUT027",5603.68327638546
"FDW01","OUT018",2125.8007532667
"FDL03","OUT046",2673.18042560722
"FDX22","OUT049",3902.73159391116
"FDJ21","OUT035",2501.30827702811
"FDR31","OUT045",2305.67264383451
"FDG21","OUT035",2526.57811920802
"FDS22","OUT027",1555.55118775961
"FDK08","OUT035",1707.61322421351
"FDE17","OUT018",2125.8007532667
"NCN30","OUT017",1629.90197138833
"FDT50","OUT046",1642.40877763119
"NCX42","OUT049",2832.68226470469
"FDJ12","OUT035",3701.3015410864
"NCA18","OUT027",3032.75676140328
"FDP23","OUT019",931.339088024205
"FDX12","OUT013",3989.16715316082
"FDN40","OUT018",2125.8007532667
"FDV48","OUT035",1387.45085577496
"NCY54","OUT013",3014.91957150682
"FDL16","OUT010",-295.08266880289
"FDR45","OUT018",3418.28035396694
"FDJ52","OUT046",2295.6198721175
"DRG01","OUT017",1371.80619289116
"FDP52","OUT013",3998.67043533602
"FDU58","OUT017",3153.12179703901
"FDL02","OUT045",1630.10991825641
"FDG28","OUT013",4119.7845476456
"FDA19","OUT035",2057.16623033711
"FDW46","OUT027",2015.21331304629
"NCD43","OUT049",1626.7773577627
"DRG39","OUT013",805.863330430421
"NCF55","OUT049",627.981466176271
"FDJ07","OUT046",1840.13734425785
"FDE08","OUT046",2138.97006883449
"FDP56","OUT019",-235.277697923748
"FDT45","OUT045",861.28610029922
"FDF17","OUT018",2803.81602699122
"FDX44","OUT046",1467.33924784864
"FDM28","OUT027",4613.10609775866
"FDI36","OUT049",3371.9595108723
"FDS07","OUT045",1779.53466291429
"FDD36","OUT045",1824.06896783249
"FDW11","OUT046",1040.55777658605
"FDN40","OUT049",2535.87224892793
"NCQ18","OUT049",1459.03268722803
"NCQ54","OUT017",2735.45509799737
"NCS42","OUT045",1459.46545137083
"DRH39","OUT010",21.4016714685464
"FDC09","OUT027",2655.64049340699
"FDT08","OUT010",594.272177088206
"FDC08","OUT035",3778.21068639672
"FDT20","OUT017",695.19220448307
"FDS35","OUT035",1172.03183224796
"FDX58","OUT018",2866.97978480419
"FDW58","OUT046",1646.17829468177
"DRD27","OUT046",1604.46370174616
"FDH32","OUT019",352.749639673689
"FDS26","OUT035",4381.77020361893
"FDQ31","OUT046",1467.33924784864
"FDP11","OUT018",3137.1189147076
"FDD58","OUT017",1691.96856132971
"FDM33","OUT045",3293.70672606522
"FDZ16","OUT049",3439.33135176499
"NCS29","OUT010",1649.34997218715
"NCM18","OUT019",-109.739540079316
"FDP11","OUT049",3763.9811698159
"NCC42","OUT017",2194.64351216253
"DRM23","OUT046",2461.3984947432
"NCN55","OUT027",5681.94275853543
"FDK46","OUT013",4339.94889147039
"FDR01","OUT046",2840.76486612335
"NCA05","OUT045",2330.94248601442
"NCP43","OUT017",2859.51797542956
"FDR12","OUT010",729.896944361839
"FDQ01","OUT013",3870.41172342507
"FDM13","OUT046",1925.20898531182
"FDQ19","OUT017",3864.31555782874
"FDK56","OUT019",950.479193607255
"NCX06","OUT010",889.525296329978
"FDO56","OUT027",3032.75676140328
"FDU45","OUT045",1769.53104528063
"FDI16","OUT019",-125.96459659043
"FDL32","OUT046",1795.60303933965
"FDA07","OUT046",1925.20898531182
"FDA14","OUT045",2305.67264383451
"FDV46","OUT027",3364.50369938439
"NCO07","OUT035",3640.93255659616
"NCP41","OUT046",1646.17829468177
"FDY60","OUT018",1925.05642263554
"FDN38","OUT017",4094.24946503726
"FDO15","OUT046",1201.85434786188
"FDT60","OUT013",2010.98196170243
"FDA55","OUT035",3881.02923664786
"FDE02","OUT010",236.455769772436
"DRJ39","OUT049",3907.41028567442
"FDV34","OUT035",1192.82975630606
"FDS20","OUT027",4878.36142460101
"FDF02","OUT027",2655.64049340699
"FDW40","OUT017",2302.68262755353
"NCB43","OUT046",2770.63826823252
"FDR58","OUT017",1543.75473370648
"DRJ59","OUT035",734.93479094456
"NCD30","OUT017",1691.96856132971
"FDE14","OUT017",1629.90197138833
"FDC28","OUT018",1315.42322774903
"FDU16","OUT018",1084.51598478136
"NCD19","OUT035",998.94774521505
"FDU21","OUT046",786.972950221462
"FDV59","OUT027",5090.84020657509
"FDU03","OUT045",2920.75007898755
"FDC33","OUT010",800.075682058209
"NCR42","OUT035",710.836867366873
"DRH59","OUT035",1192.82975630606
"NCM31","OUT035",2286.29166257518
"FDS50","OUT035",3678.19514966348
"FDP39","OUT046",957.492997500041
"FDQ55","OUT013",1914.56898418318
"FDV36","OUT019",415.408684257465
"FDI05","OUT027",2222.0460213141
"FDS45","OUT027",2655.64049340699
"FDA39","OUT045",669.437472877652
"FDC37","OUT010",268.275950243711
"FDJ60","OUT027",4165.45352521072
"DRQ35","OUT046",1908.69457822093
"NCJ06","OUT046",1922.59090442504
"NCY42","OUT018",2125.8007532667
"DRM37","OUT049",3439.33135176499
"FDR14","OUT045",779.081368624252
"FDE51","OUT049",633.523117239737
"FDT33","OUT017",2735.45509799737
"FDR08","OUT013",1860.03106163132
"FDE36","OUT010",706.519567431272
"FDL22","OUT019",278.764850188604
"FDR44","OUT013",2211.00396970072
"FDI56","OUT019",278.764850188604
"FDE47","OUT010",444.459933200063
"FDV27","OUT010",231.015982138004
"FDV10","OUT049",633.523117239737
"FDC40","OUT045",1288.98314911815
"NCX41","OUT013",3861.199555449
"NCQ38","OUT027",2655.64049340699
"FDV12","OUT027",2646.01345844196
"FDE52","OUT017",1442.66999340901
"FDG20","OUT027",4613.10609775866
"FDV16","OUT027",1529.91769373005
"FDI32","OUT017",1901.9310752432
"FDJ32","OUT049",862.979875459043
"FDN39","OUT018",2387.6601011212
"FDY34","OUT017",2735.45509799737
"FDC14","OUT035",734.93479094456
"FDA55","OUT017",3865.38457376406
"FDZ50","OUT010",881.639010047882
"DRG13","OUT049",2832.68226470469
"FDP01","OUT013",2425.50793871032
"NCG54","OUT017",2877.8563436925
"FDM13","OUT045",2072.24709983362
"NCO18","OUT027",4613.10609775866
"NCW41","OUT013",2425.50793871032
"FDM52","OUT027",3766.2733338174
"NCF55","OUT035",710.836867366873
"FDT09","OUT046",1924.46609982488
"NCM19","OUT035",1857.4830378219
"FDW12","OUT018",2125.8007532667
"FDP15","OUT019",1512.09608776913
"FDK36","OUT045",779.081368624252
"FDZ25","OUT035",2983.24886178435
"NCW06","OUT049",3451.98637049025
"FDW60","OUT046",2461.3984947432
"DRC49","OUT013",2425.50793871032
"NCT17","OUT035",3168.76645992281
"NCN06","OUT018",2400.76217398234
"FDC45","OUT013",2940.2248824554
"DRJ47","OUT019",851.322963539495
"NCF06","OUT045",4088.3177032264
"FDE21","OUT010",434.184336399091
"DRG27","OUT013",690.313134576275
"FDW40","OUT049",2335.64056374011
"NCO53","OUT046",2770.63826823252
"FDE23","OUT049",633.523117239737
"FDQ16","OUT046",1674.22895810247
"FDS26","OUT045",4135.07491608241
"FDZ13","OUT010",-285.394664417905
"FDS14","OUT049",2535.87224892793
"FDC10","OUT045",1824.06896783249
"FDY16","OUT049",3469.4173534976
"FDJ20","OUT035",2057.16623033711
"FDV43","OUT035",734.93479094456
"FDZ32","OUT027",2655.64049340699
"FDR23","OUT046",2461.3984947432
"FDN24","OUT035",959.753806956035
"FDE34","OUT027",4878.36142460101
"FDU31","OUT013",3513.2574394428
"FDW33","OUT018",1315.42322774903
"FDU26","OUT046",1840.13734425785
"FDE20","OUT027",4165.45352521072
"NCW05","OUT035",1749.32781714912
"FDB22","OUT018",2125.8007532667
"FDO56","OUT046",1795.60303933965
"FDA19","OUT027",3180.99609847699
"DRI39","OUT045",900.480038558235
"FDH52","OUT018",696.477124750408
"FDZ50","OUT035",3168.76645992281
"NCN42","OUT035",2501.30827702811
"FDB53","OUT013",2425.50793871032
"DRG11","OUT017",1761.73381768601
"DRK11","OUT027",3766.2733338174
"FDQ60","OUT017",2025.00716036242
"FDT36","OUT017",695.19220448307
"DRG25","OUT018",2816.47104571649
"DRJ23","OUT046",2753.20728522517
"FDG05","OUT035",2683.22792249104
"NCK06","OUT018",1805.61435133554
"FDU52","OUT017",2510.93345632422
"FDW07","OUT018",1084.51598478136
"NCM17","OUT045",669.437472877652
"FDA22","OUT045",2510.969666228
"NCA41","OUT018",2803.81602699122
"FDF38","OUT035",734.93479094456
"FDH52","OUT046",1040.55777658605
"FDY58","OUT019",1348.08533811102
"FDZ16","OUT045",2915.98134654438
